Starting CloudSim version 3.0
Broker is starting...
Datacenter is starting...
PeakPowerObserver is starting...
Entities started.
0.0: Broker: Cloud Resource List received with 1 resource(s)
[VmScheduler.vmCreate] Allocation of VM #208 to Host #51 failed by RAM
0.0000: VM #208 has been allocated to the host#52 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #209 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #37 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #38 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #39 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #40 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #41 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #42 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #43 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #44 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #45 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #46 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #47 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #48 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #49 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #50 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #209 to Host #51 failed by RAM
0.0000: VM #209 has been allocated to the host#52 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #210 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #37 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #38 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #39 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #40 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #41 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #42 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #43 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #44 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #45 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #46 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #47 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #48 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #49 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #50 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #210 to Host #51 failed by RAM
0.0000: VM #210 has been allocated to the host#52 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #211 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #37 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #38 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #39 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #40 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #41 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #42 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #43 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #44 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #45 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #46 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #47 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #48 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #49 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #50 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #211 to Host #51 failed by RAM
0.0000: VM #211 has been allocated to the host#52 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #212 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #37 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #38 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #39 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #40 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #41 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #42 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #43 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #44 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #45 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #46 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #47 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #48 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #49 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #50 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #51 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #212 to Host #52 failed by RAM
0.0000: VM #212 has been allocated to the host#53 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #213 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #37 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #38 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #39 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #40 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #41 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #42 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #43 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #44 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #45 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #46 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #47 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #48 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #49 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #50 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #51 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #213 to Host #52 failed by RAM
0.0000: VM #213 has been allocated to the host#53 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #214 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #37 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #38 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #39 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #40 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #41 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #42 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #43 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #44 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #45 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #46 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #47 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #48 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #49 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #50 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #51 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #214 to Host #52 failed by RAM
0.0000: VM #214 has been allocated to the host#53 datacenter #3(Datacenter) #
[VmScheduler.vmCreate] Allocation of VM #215 to Host #0 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #1 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #2 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #3 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #4 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #5 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #6 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #7 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #8 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #9 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #10 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #11 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #12 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #13 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #14 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #15 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #16 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #17 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #18 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #19 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #20 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #21 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #22 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #23 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #24 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #25 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #26 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #27 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #28 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #29 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #30 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #31 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #32 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #33 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #34 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #35 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #36 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #37 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #38 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #39 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #40 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #41 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #42 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #43 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #44 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #45 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #46 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #47 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #48 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #49 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #50 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #51 failed by RAM
[VmScheduler.vmCreate] Allocation of VM #215 to Host #52 failed by RAM
